timestamp,disk,disk_free_gb,disk_fill_rate_mb_min,inode_pct,cpu,mem,net_kbps,disk_w_kbps,gpu_util,gpu_mem_mib,gpu_temp_c
2026-03-01T17:49:09.530883,3.6,1710.83,0.08,0.6,5.6,54.7,168.99,834.14,0.0,306.69,42.0
2026-03-01T17:49:17.278302,3.6,1710.84,0,0.6,8.4,43.3,63.95,8415.78,0.0,306.69,44.0
2026-03-01T17:49:23.287353,3.6,1710.84,3.54,0.6,8.8,43.9,3954.86,4725.35,0.0,306.69,45.0
2026-03-01T17:49:29.294555,3.6,1710.84,2.77,0.6,5.9,43.4,343.49,1330.02,0.0,306.69,44.0
2026-03-01T17:49:35.304499,3.6,1710.83,92.62,0.6,5.7,46.2,536.78,2169.96,0.0,306.69,44.0
2026-03-01T17:49:41.312131,3.6,1710.83,0,0.6,12.7,48.1,1215.2,5065.96,0.0,306.69,44.0
2026-03-01T17:49:47.321944,3.6,1710.82,26.33,0.6,10.0,52.6,2252.7,6861.41,0.0,306.69,44.0
2026-03-01T17:49:53.331840,3.6,1710.82,4.48,0.6,2.0,52.3,290.53,396.69,0.0,306.69,44.0
2026-03-01T17:50:00.924963,3.6,1710.82,3.0,0.6,2.9,53.1,152.56,513.15,0.0,306.69,45.0
2026-03-01T17:50:06.932125,3.6,1710.82,2.78,0.6,5.2,52.6,129.94,408.84,0.0,306.69,46.0
2026-03-01T17:50:12.939846,3.6,1710.82,7.41,0.6,4.5,52.9,89.23,441.41,0.0,306.69,45.0
2026-03-01T17:50:18.944054,3.6,1710.82,0.62,0.6,5.6,53.6,275.51,835.47,0.0,306.69,45.0
2026-03-01T17:50:24.952976,3.6,1710.82,2.81,0.6,1.4,53.4,1231.95,1178.57,0.0,306.69,44.0
2026-03-01T17:50:30.962990,3.6,1710.82,1.13,0.6,1.0,52.3,159.56,720.15,0.0,306.69,44.0
2026-03-01T17:50:36.971837,3.6,1710.82,1.48,0.6,1.6,52.6,73.19,487.85,0.0,306.69,44.0
2026-03-01T17:50:42.981063,3.6,1710.82,23.21,0.6,0.9,52.5,94.07,1488.24,0.0,306.69,43.0
2026-03-01T17:50:48.990820,3.6,1710.81,81.14,0.6,2.7,52.7,239.16,618.21,0.0,306.69,43.0
2026-03-01T17:50:54.999241,3.6,1710.81,2.15,0.6,1.7,52.6,86.34,457.98,0.0,306.69,43.0
2026-03-01T17:51:01.008843,3.6,1710.81,0.35,0.6,3.5,52.7,156.5,470.64,0.0,306.69,43.0
2026-03-01T17:51:07.017256,3.6,1710.81,0.98,0.6,3.2,53.3,73.51,483.27,0.0,306.69,43.0
2026-03-01T17:51:13.026526,3.6,1710.81,14.0,0.6,3.3,53.2,169.43,601.76,0.0,306.69,43.0
2026-03-01T17:51:20.613519,3.6,1710.81,0.35,0.6,2.5,54.2,57.46,402.73,0.0,306.69,44.0
2026-03-01T17:51:26.616786,3.6,1710.81,1.73,0.6,2.5,53.5,94.58,464.74,0.0,306.69,45.0
2026-03-01T17:51:32.626379,3.6,1710.81,0.43,0.6,1.8,53.6,149.2,579.24,0.0,306.69,44.0
2026-03-01T17:51:38.633947,3.6,1710.81,1.17,0.6,5.9,53.7,111.91,501.85,0.0,306.69,44.0
2026-03-01T17:51:44.641031,3.6,1710.81,3.28,0.6,4.0,54.0,89.7,578.71,0.0,306.69,44.0
2026-03-01T17:51:50.648427,3.6,1710.81,0,0.6,3.0,54.1,72.18,425.5,0.0,306.69,44.0
2026-03-01T17:51:56.657247,3.6,1710.81,2.22,0.6,3.0,54.0,93.33,416.11,0.0,306.69,44.0
2026-03-01T17:52:04.254206,3.6,1710.81,0.23,0.6,2.9,54.0,142.27,736.9,0.0,306.69,44.0
2026-03-01T17:52:10.263149,3.6,1710.81,2.34,0.6,2.3,53.4,146.36,454.9,0.0,306.69,46.0
2026-03-01T17:52:16.271846,3.6,1710.81,1.25,0.6,5.6,53.9,153.45,523.89,0.0,306.69,45.0
2026-03-01T17:52:22.278977,3.6,1710.81,0.23,0.6,4.5,53.9,87.49,420.11,0.0,306.69,45.0
2026-03-01T17:52:28.287117,3.6,1710.81,2.26,0.6,3.9,53.7,182.56,440.75,0.0,306.69,45.0
2026-03-01T17:52:34.294888,3.6,1710.81,0.27,0.6,4.0,54.0,68.68,510.73,0.0,306.69,44.0
2026-03-01T17:52:40.302919,3.6,1710.81,4.8,0.6,2.9,53.6,97.93,950.63,0.0,306.69,44.0
2026-03-01T17:52:46.312920,3.6,1710.81,1.17,0.6,1.3,53.0,83.04,415.43,0.0,306.69,44.0
2026-03-01T17:52:52.321054,3.6,1710.81,2.89,0.6,1.3,53.3,82.9,426.0,0.0,306.69,43.0
2026-03-01T17:52:58.326603,3.6,1710.81,2.3,0.6,3.0,53.4,156.29,444.35,0.0,306.69,43.0
2026-03-01T17:53:04.336327,3.6,1710.81,0.16,0.6,1.7,53.8,53.75,507.15,0.0,306.69,43.0
2026-03-01T17:53:10.345188,3.6,1710.81,2.81,0.6,3.1,53.6,91.05,412.01,0.0,306.69,43.0
2026-03-01T17:53:16.353015,3.6,1710.81,1.09,0.6,3.7,53.7,79.0,438.01,0.0,306.69,43.0
2026-03-01T17:53:23.990056,3.6,1710.81,0.27,0.6,2.6,54.7,74.64,431.5,0.0,306.69,44.0
2026-03-01T17:53:29.998564,3.6,1710.8,64.51,0.6,2.4,54.0,155.84,512.24,0.0,306.69,45.0
2026-03-01T17:53:36.007640,3.6,1710.8,0.39,0.6,2.2,53.9,75.41,492.59,0.0,306.69,44.0
2026-03-01T17:53:42.016659,3.6,1710.8,3.98,0.6,2.1,53.7,103.31,527.21,0.0,306.69,44.0
2026-03-01T17:53:48.025414,3.6,1710.81,0,0.6,1.9,54.1,55.04,3990.75,0.0,306.69,43.0
2026-03-01T17:53:54.033316,3.6,1710.82,0,0.6,3.1,53.8,85.03,371.44,0.0,306.69,43.0
2026-03-01T17:54:00.041176,3.6,1710.82,2.3,0.6,5.3,54.1,157.09,414.12,0.0,306.69,43.0
2026-03-01T17:54:07.626756,3.6,1710.82,0.23,0.6,5.6,55.5,116.93,547.25,0.0,306.69,45.0
2026-03-01T17:54:13.636184,3.6,1710.82,3.12,0.6,1.0,54.5,93.27,660.74,0.0,306.69,46.0
2026-03-01T17:54:19.644804,3.6,1710.82,0.27,0.6,4.2,53.6,62.14,384.72,0.0,306.69,45.0
2026-03-01T17:54:25.654873,3.6,1710.82,2.03,0.6,1.1,53.5,129.26,378.12,0.0,306.69,44.0
2026-03-01T17:54:31.664592,3.6,1710.82,0.47,0.6,1.7,53.5,151.31,382.02,0.0,306.69,44.0
2026-03-01T17:54:37.674692,3.6,1710.82,1.05,0.6,2.0,53.4,208.07,1054.96,0.0,306.69,44.0
2026-03-01T17:54:43.684763,3.6,1710.82,6.47,0.6,0.9,53.5,259.53,475.86,0.0,306.69,43.0
2026-03-01T17:54:49.694934,3.6,1710.82,2.92,0.6,2.1,53.5,70.72,543.75,0.0,306.69,43.0
2026-03-01T17:54:55.704989,3.6,1710.82,2.03,0.6,1.1,53.6,151.89,604.32,0.0,306.69,43.0
2026-03-01T17:55:01.714273,3.6,1710.82,0.35,0.6,1.0,53.6,162.02,622.95,0.0,306.69,43.0
2026-03-01T17:55:07.724226,3.6,1710.82,1.09,0.6,2.1,53.6,132.73,633.03,0.0,306.69,43.0
2026-03-01T17:55:13.734247,3.6,1710.82,3.16,0.6,1.6,53.4,88.21,402.66,0.0,306.69,43.0
2026-03-01T17:55:19.744477,3.6,1710.82,0.31,0.6,2.0,53.6,113.05,427.95,0.0,306.69,42.0
2026-03-01T17:55:27.346188,3.6,1710.81,81.97,0.6,2.0,54.5,92.1,367.37,0.0,306.69,44.0
2026-03-01T17:55:33.355901,3.6,1710.81,0.43,0.6,1.3,53.6,163.02,465.69,0.0,306.69,45.0
2026-03-01T17:55:39.363496,3.6,1710.81,1.95,0.6,4.6,53.7,100.29,616.42,0.0,306.69,44.0
2026-03-01T17:55:45.372611,3.6,1710.81,3.2,0.6,1.4,53.6,73.58,442.74,0.0,306.69,43.0
2026-03-01T17:55:51.382550,3.6,1710.81,0.27,0.6,1.4,53.6,86.34,334.13,0.0,306.69,43.0
2026-03-01T17:55:57.392001,3.6,1710.81,2.3,0.6,1.7,53.8,176.25,457.24,0.0,306.69,43.0
2026-03-01T17:56:03.401701,3.6,1710.81,0,0.6,1.7,53.8,52.88,388.06,0.0,306.69,43.0
2026-03-01T17:56:10.995246,3.6,1710.81,1.05,0.6,4.5,54.7,148.01,2699.63,0.0,306.69,44.0
2026-03-01T17:56:17.002514,3.6,1710.81,2.59,0.6,1.3,53.8,77.48,1400.7,0.0,306.69,45.0
2026-03-01T17:56:23.010566,3.6,1710.81,0.2,0.6,1.1,53.7,71.07,338.27,0.0,306.69,44.0
2026-03-01T17:56:29.019436,3.6,1710.81,2.22,0.6,2.0,53.7,163.95,414.79,0.0,306.69,44.0
2026-03-01T17:56:35.028672,3.6,1710.81,0.35,0.6,1.4,53.6,48.02,393.4,0.0,306.69,44.0
2026-03-01T17:56:41.036487,3.6,1710.81,0,0.6,1.6,53.6,105.82,663.01,0.0,306.69,43.0
2026-03-01T17:56:47.046898,3.6,1710.81,1.4,0.6,2.0,53.6,74.06,474.03,0.0,306.69,43.0
2026-03-01T17:56:53.055858,3.6,1710.81,0.35,0.6,1.0,53.6,70.43,449.26,0.0,306.69,43.0
2026-03-01T17:56:59.064052,3.6,1710.81,2.18,0.6,1.7,53.7,165.22,391.35,0.0,306.69,43.0
2026-03-01T17:57:05.073493,3.6,1710.81,0.16,0.6,1.2,53.8,40.98,348.2,0.0,306.69,43.0
2026-03-01T17:57:11.083155,3.6,1710.81,2.96,0.6,2.2,53.6,102.92,629.0,0.0,306.69,43.0
2026-03-01T17:57:17.093266,3.6,1710.81,1.44,0.6,1.2,53.8,83.62,482.57,0.0,306.69,43.0
2026-03-01T17:57:23.103171,3.6,1710.81,0.19,0.6,1.7,53.6,120.04,365.39,0.0,306.69,42.0
2026-03-01T17:57:30.848079,3.6,1710.81,2.22,0.6,2.2,54.6,167.03,457.25,0.0,306.69,44.0
2026-03-01T17:57:36.857472,3.6,1710.81,0.94,0.6,1.0,53.6,70.49,318.66,0.0,306.69,45.0
2026-03-01T17:57:42.867370,3.6,1710.81,3.35,0.6,1.0,53.6,87.8,437.97,0.0,306.69,44.0
2026-03-01T17:57:48.877438,3.6,1710.81,0.35,0.6,1.8,53.7,65.53,601.01,0.0,306.69,44.0
2026-03-01T17:57:54.886496,3.6,1710.81,2.15,0.6,1.4,53.6,85.16,340.79,0.0,306.69,43.0
2026-03-01T17:58:00.895066,3.6,1710.81,0.27,0.6,1.9,53.7,158.19,372.77,0.0,306.69,43.0
2026-03-01T17:58:06.904505,3.6,1710.8,80.7,0.6,1.2,53.7,75.43,427.35,0.0,306.69,43.0
2026-03-01T17:58:12.913645,3.6,1710.8,3.2,0.6,1.0,53.5,90.54,439.34,0.0,306.69,43.0
2026-03-01T17:58:18.923296,3.6,1710.8,0.27,0.6,1.0,53.6,107.92,537.19,0.0,306.69,43.0
2026-03-01T17:58:24.931844,3.6,1710.8,2.11,0.6,1.9,53.6,80.0,302.84,0.0,306.69,43.0
2026-03-01T17:58:30.941854,3.6,1710.8,0.51,0.6,1.9,53.6,162.95,596.46,0.0,306.69,43.0
2026-03-01T17:58:36.950327,3.6,1710.8,1.01,0.6,2.0,53.6,77.13,380.69,0.0,306.69,42.0
2026-03-01T17:58:42.960206,3.6,1710.8,3.32,0.6,2.2,53.6,91.98,444.05,0.0,306.69,42.0
2026-03-01T17:58:50.718069,3.6,1710.8,0.35,0.6,1.9,54.5,76.98,428.61,0.0,306.69,43.0
2026-03-01T17:58:56.727827,3.6,1710.8,1.63,0.6,1.8,53.6,70.9,274.3,0.0,306.69,45.0
2026-03-01T17:59:02.737575,3.6,1710.8,0.31,0.6,1.8,53.8,146.83,549.77,0.0,306.69,44.0
2026-03-01T17:59:08.746937,3.6,1710.8,1.09,0.6,2.7,53.7,86.28,545.78,0.0,306.69,44.0
2026-03-01T17:59:14.756948,3.6,1710.8,3.2,0.6,1.4,53.8,89.72,541.17,0.0,306.69,43.0
2026-03-01T17:59:20.767180,3.6,1710.8,0.23,0.6,1.3,53.7,66.96,433.93,0.0,306.69,43.0
2026-03-01T17:59:26.777054,3.6,1710.8,2.14,0.6,0.8,53.6,75.21,333.43,0.0,306.69,43.0
2026-03-01T17:59:32.786600,3.6,1710.8,0.43,0.6,1.8,53.7,178.61,484.53,0.0,306.69,43.0
2026-03-01T17:59:38.794492,3.6,1710.8,1.33,0.6,2.6,53.8,90.37,475.3,0.0,306.69,43.0
2026-03-01T17:59:44.804487,3.6,1710.8,2.69,0.6,1.6,54.0,94.89,768.25,0.0,306.69,43.0
2026-03-01T17:59:50.814419,3.6,1710.8,0.78,0.6,2.3,54.0,77.7,429.28,0.0,306.69,43.0
2026-03-01T17:59:56.824396,3.6,1710.8,2.18,0.6,0.8,54.0,74.07,486.53,0.0,306.69,42.0
2026-03-01T18:00:04.976345,3.6,1710.8,0.19,0.6,0.9,54.1,147.86,560.4,0.0,306.69,44.0
2026-03-01T18:00:10.985436,3.6,1710.8,2.21,0.6,1.2,54.2,90.68,396.98,0.0,306.69,45.0
2026-03-01T18:00:16.990656,3.6,1710.8,1.33,0.6,1.3,54.3,82.04,398.22,0.0,306.69,44.0
2026-03-01T18:00:22.999581,3.6,1710.8,0.27,0.6,1.0,54.1,76.08,418.16,0.0,306.69,43.0
2026-03-01T18:00:29.008607,3.6,1710.82,0,0.6,0.9,54.2,165.34,3649.21,0.0,306.69,43.0
2026-03-01T18:00:35.017670,3.6,1710.82,0.31,0.6,2.1,53.8,96.43,507.9,0.0,306.69,43.0
2026-03-01T18:00:41.026283,3.6,1710.82,3.16,0.6,1.3,54.1,220.35,552.51,0.0,306.69,43.0
2026-03-01T18:00:47.035554,3.6,1710.82,2.57,0.6,1.5,54.0,77.68,391.4,0.0,306.69,43.0
2026-03-01T18:00:53.042821,3.6,1710.82,0.16,0.6,2.9,54.2,103.1,394.08,0.0,306.69,43.0
2026-03-01T18:00:59.051454,3.6,1710.82,2.81,0.6,1.8,55.1,192.72,450.75,0.0,306.69,43.0
2026-03-01T18:01:05.060850,3.6,1710.82,0.39,0.6,1.4,55.5,53.54,533.27,0.0,306.69,43.0
2026-03-01T18:01:11.069361,3.6,1710.82,2.57,0.6,3.0,55.1,143.98,1522.81,0.0,306.69,43.0
2026-03-01T18:01:17.077033,3.6,1710.82,0,0.6,5.6,41.2,1478.78,7341.34,0.0,306.69,43.0
2026-03-01T18:01:24.720571,3.6,1710.81,103.34,0.6,4.9,47.3,3850.25,6581.34,0.0,306.69,44.0
2026-03-01T18:01:30.729466,3.6,1710.81,0.49,0.6,1.9,45.8,531.86,1631.69,0.0,306.69,46.0
2026-03-01T18:01:36.737702,3.6,1710.81,14.74,0.6,6.7,50.9,1012.6,2909.05,0.0,306.69,45.0
2026-03-01T18:01:42.745456,3.6,1710.81,0,0.6,8.1,52.5,895.19,7429.97,0.0,306.69,45.0
2026-03-01T18:01:48.754127,3.6,1710.8,93.35,0.6,1.7,52.9,1638.18,2463.35,0.0,306.69,44.0
2026-03-01T18:01:54.761904,3.6,1710.8,0.35,0.6,2.4,53.0,61.84,453.99,0.0,306.69,44.0
2026-03-01T18:02:00.766414,3.6,1710.8,6.33,0.6,1.7,53.1,59.74,459.11,0.0,306.69,44.0
2026-03-01T18:02:08.353629,3.6,1710.8,5.5,0.6,3.3,54.6,97.13,563.1,0.0,306.69,45.0
2026-03-01T18:02:14.361904,3.6,1710.8,2.01,0.6,2.5,53.9,105.65,436.03,0.0,306.69,46.0
2026-03-01T18:02:20.370434,3.6,1710.8,0.55,0.6,4.1,54.8,178.48,950.59,0.0,306.69,46.0
2026-03-01T18:02:26.379437,3.6,1710.8,3.78,0.6,2.4,54.8,1118.41,885.5,0.0,306.69,45.0
2026-03-01T18:02:32.389320,3.6,1710.8,0.12,0.6,3.8,54.8,75.02,453.31,0.0,306.69,45.0
2026-03-01T18:02:38.399080,3.6,1710.79,34.16,0.6,1.0,53.5,87.59,965.06,0.0,306.69,44.0
2026-03-01T18:02:44.409387,3.6,1710.79,25.74,0.6,2.0,54.6,255.09,1705.15,0.0,306.69,44.0
2026-03-01T18:02:50.418358,3.6,1710.79,3.43,0.6,1.7,54.6,150.25,634.28,0.0,306.69,44.0
2026-03-01T18:02:56.427018,3.6,1710.79,3.78,0.6,1.1,53.9,107.31,318.86,0.0,306.69,44.0
2026-03-01T18:03:02.434434,3.6,1710.79,0.2,0.6,2.8,54.1,61.2,511.97,0.0,306.69,44.0
2026-03-01T18:03:08.444477,3.6,1710.79,13.5,0.6,1.3,54.2,159.9,619.14,0.0,306.69,43.0
2026-03-01T18:03:14.452434,3.6,1710.79,2.03,0.6,1.1,54.1,66.85,513.31,0.0,306.69,43.0
2026-03-01T18:03:20.460536,3.6,1710.79,0.51,0.6,3.0,54.2,152.87,575.75,0.0,306.69,43.0
2026-03-01T18:03:28.204902,3.6,1710.79,2.85,0.6,6.2,55.2,127.08,434.08,0.0,306.69,44.0
2026-03-01T18:03:34.213451,3.6,1710.79,0.21,0.6,1.3,54.4,60.6,442.67,0.0,306.69,45.0
2026-03-01T18:03:40.223251,3.6,1710.79,3.16,0.6,1.9,54.3,90.27,418.67,0.0,306.69,45.0
2026-03-01T18:03:46.233561,3.6,1710.79,0.23,0.6,1.0,54.3,156.14,472.56,0.0,306.69,44.0
2026-03-01T18:03:52.243630,3.6,1710.78,77.95,0.6,2.6,54.4,89.53,622.27,0.0,306.69,44.0
2026-03-01T18:03:58.253637,3.6,1710.78,2.96,0.6,2.7,54.4,120.69,487.85,0.0,306.69,44.0
2026-03-01T18:04:04.260013,3.6,1710.78,0.23,0.6,1.0,54.5,57.31,512.8,0.0,306.69,44.0
2026-03-01T18:04:11.853151,3.6,1710.78,3.08,0.6,4.6,55.6,88.73,392.68,0.0,306.69,45.0
2026-03-01T18:04:17.862124,3.6,1710.78,0.43,0.6,3.8,55.0,206.93,526.27,0.0,306.69,46.0
2026-03-01T18:04:23.869918,3.6,1710.78,0.31,0.6,5.4,55.0,98.96,477.95,0.0,306.69,45.0
2026-03-01T18:04:29.877630,3.6,1710.78,2.93,0.6,6.2,55.0,115.57,653.25,0.0,306.69,45.0
2026-03-01T18:04:35.884824,3.6,1710.78,0,0.6,14.1,42.2,82.28,6009.29,0.0,306.69,45.0
2026-03-01T18:04:41.892128,3.6,1710.78,0,0.6,14.0,44.4,4853.42,6437.75,0.0,306.69,45.0
2026-03-01T18:04:47.900738,3.6,1710.78,0,0.6,4.4,45.1,917.19,2844.88,0.0,306.69,45.0
2026-03-01T18:04:53.908616,3.6,1710.78,5.62,0.6,26.6,46.0,573.95,1084.44,0.0,306.69,45.0
2026-03-01T18:04:59.918406,3.6,1710.78,11.51,0.6,8.8,47.9,538.9,3265.64,0.0,306.69,45.0
2026-03-01T18:05:05.929540,3.6,1710.77,101.71,0.6,7.0,53.1,2583.39,10036.82,0.0,306.69,45.0
2026-03-01T18:05:11.939504,3.6,1710.77,15.91,0.6,2.3,53.0,123.35,974.22,0.0,306.69,45.0
2026-03-01T18:05:17.948550,3.6,1710.77,1.25,0.6,2.3,52.7,88.12,518.51,0.0,306.69,44.0
2026-03-01T18:05:23.958744,3.6,1710.77,5.34,0.6,3.7,53.3,97.18,364.75,0.0,306.69,44.0
2026-03-01T18:05:31.633149,3.6,1710.77,2.34,0.6,4.6,54.3,68.98,496.55,0.0,306.69,45.0
2026-03-01T18:05:37.641434,3.6,1710.77,2.75,0.6,1.8,53.3,61.39,654.07,0.0,306.69,46.0
2026-03-01T18:05:43.648856,3.6,1710.77,24.15,0.6,4.4,53.7,966.66,1800.83,0.0,306.69,45.0
2026-03-01T18:05:49.657685,3.6,1710.79,0,0.6,4.4,54.2,407.97,4321.44,0.0,306.69,45.0
2026-03-01T18:05:55.667743,3.6,1710.79,3.9,0.6,2.5,54.3,160.33,495.93,0.0,306.69,45.0
2026-03-01T18:11:24.437455,3.6,1710.77,0.0,0.6,3.0,55.3,114.26,446.75,0.0,306.69,41.0
2026-03-01T18:11:30.446744,3.6,1710.77,2.18,0.6,1.4,55.5,59.42,3775.43,0.0,306.69,40.0
2026-03-01T18:11:36.457007,3.6,1710.79,0,0.6,4.9,55.3,164.96,702.19,0.0,306.69,40.0
2026-03-01T18:11:42.467076,3.6,1710.78,2.3,0.6,1.6,55.4,63.97,714.11,0.0,306.69,40.0
2026-03-01T18:11:48.476843,3.6,1710.78,0.43,0.6,2.9,55.6,83.42,510.48,0.0,306.69,40.0
2026-03-01T18:11:54.482528,3.6,1710.78,1.33,0.6,2.8,55.7,92.52,362.3,0.0,306.69,40.0
2026-03-01T18:12:00.491511,3.6,1710.78,2.3,0.6,1.1,55.6,60.29,527.88,0.0,306.69,40.0
2026-03-01T18:12:06.498837,3.6,1710.78,1.05,0.6,1.7,55.9,173.44,456.64,0.0,306.69,41.0
2026-03-01T18:12:12.507286,3.6,1710.78,2.26,0.6,1.8,55.6,69.25,426.17,0.0,306.69,41.0
2026-03-01T18:12:18.517318,3.6,1710.78,0.2,0.6,1.5,55.6,86.49,673.64,0.0,306.69,41.0
2026-03-01T18:12:24.526872,3.6,1710.78,1.4,0.6,4.8,55.5,91.34,383.37,0.0,306.69,41.0
2026-03-01T18:12:30.534444,3.6,1710.78,2.18,0.6,1.7,55.4,61.25,479.33,0.0,306.69,41.0
2026-03-01T18:12:38.120630,3.6,1710.78,1.05,0.6,4.5,56.1,206.65,438.71,0.0,306.69,42.0
2026-03-01T18:12:44.128766,3.6,1710.78,1.92,0.6,2.5,55.4,108.02,513.58,0.0,306.69,44.0
2026-03-01T18:12:50.135553,3.6,1710.78,2.77,0.6,1.8,55.4,73.37,511.98,0.0,306.69,43.0
2026-03-01T18:12:56.145293,3.6,1710.78,3.24,0.6,2.0,55.2,88.78,370.24,0.0,306.69,43.0
2026-03-01T18:30:22.202871,3.6,1710.74,0.0,0.6,0.9,56.8,170.89,624.21,0.0,306.69,42.0
2026-03-01T18:30:28.209560,3.6,1710.74,2.3,0.6,6.1,57.0,84.16,413.39,0.0,306.69,41.0
2026-03-01T18:30:34.218770,3.6,1710.74,1.29,0.6,2.5,57.5,101.96,444.15,0.0,306.69,41.0
2026-03-01T18:30:40.228853,3.6,1710.74,3.16,0.6,1.4,57.6,103.28,544.44,0.0,306.69,41.0
2026-03-01T18:30:46.239165,3.6,1710.74,0.47,0.6,1.9,58.5,60.71,1786.99,0.0,306.69,41.0
2026-03-01T18:30:52.877779,3.6,1710.74,0.08,0.6,2.3,58.5,137.11,716.78,0.0,306.69,42.0
2026-03-01T18:30:58.886967,3.6,1710.73,2.12,0.6,4.3,57.6,119.55,531.43,0.0,306.69,44.0
2026-03-01T18:31:04.893627,3.6,1710.73,1.4,0.6,4.4,57.7,91.32,561.89,0.0,306.69,43.0
2026-03-01T18:31:10.903197,3.6,1710.73,2.89,0.6,1.5,57.9,183.69,590.64,0.0,306.69,43.0
2026-03-01T18:31:16.914114,3.6,1710.73,0.27,0.6,2.2,57.0,52.88,399.97,0.0,306.69,43.0
2026-03-01T18:31:22.923153,3.6,1710.73,0.27,0.6,1.3,56.8,140.0,493.78,0.0,306.69,43.0
2026-03-01T18:31:28.930579,3.6,1710.73,2.22,0.6,3.3,57.0,149.32,1017.33,0.0,306.69,43.0
2026-03-01T18:31:34.940415,3.6,1710.73,0,0.6,3.0,56.8,89.14,473.99,0.0,306.69,43.0
2026-03-01T18:31:40.950778,3.6,1710.73,3.12,0.6,2.4,56.8,103.41,549.76,0.0,306.69,43.0
2026-03-01T18:31:46.959768,3.6,1710.73,0.23,0.6,3.4,57.3,81.82,550.38,0.0,306.69,43.0
2026-03-01T18:31:52.968366,3.6,1710.73,2.77,0.6,2.9,57.3,169.37,555.17,0.0,306.69,43.0
2026-03-01T18:31:58.976686,3.6,1710.73,2.38,0.6,4.2,57.3,120.26,519.93,0.0,306.69,43.0
2026-03-01T18:32:04.986406,3.6,1710.73,81.25,0.6,2.1,57.0,89.19,635.11,0.0,306.69,43.0
2026-03-01T18:32:12.579670,3.6,1710.73,3.08,0.6,1.8,57.6,91.89,511.2,0.0,306.69,44.0
2026-03-01T18:32:18.588345,3.6,1710.73,0.12,0.6,1.0,56.6,49.9,338.21,0.0,306.69,45.0
2026-03-01T18:32:24.598293,3.6,1710.73,0.2,0.6,2.0,56.6,162.64,558.51,0.0,306.69,44.0
2026-03-01T18:32:30.605933,3.6,1710.72,3.35,0.6,2.6,56.8,105.79,426.6,0.0,306.69,44.0
2026-03-01T18:32:36.613727,3.6,1710.72,3.32,0.6,2.6,56.8,63.46,496.22,0.0,306.69,44.0
2026-03-01T18:32:42.622928,3.6,1710.72,2.89,0.6,1.8,56.9,98.82,668.29,0.0,306.69,43.0
2026-03-01T18:32:48.631407,3.6,1710.72,0.74,0.6,2.1,56.8,56.34,437.34,0.0,306.69,43.0
2026-03-01T18:32:56.224897,3.6,1710.72,0.35,0.6,4.2,57.8,163.86,565.11,0.0,306.69,44.0
2026-03-01T18:33:02.233624,3.6,1710.72,2.62,0.6,2.4,57.0,88.23,466.19,0.0,306.69,45.0
2026-03-01T18:33:08.243666,3.6,1710.72,1.56,0.6,1.4,56.9,89.99,513.25,0.0,306.69,45.0
